행정동코드,상권업종중분류명,store_count
41194580,기타 가정용품 수리,5
41194580,기타 간이,57
41194580,기타 개인,1
41194580,기타 교육,30
41194580,기타 상품 소매,6
41194580,기타 생활용품 소매,8
41194580,기타 숙박,6
41194580,기타 전문 과학,2
41194580,담배 소매,2
41194580,도서관·사적지,2
41194580,동남아시아,1
41194580,모터사이클 수리,1
41194580,법무관련 ,1
41194580,병원,3
41194580,본사·경영 컨설팅,4
41194580,부동산 서비스,30
41194580,비알코올 ,16
41194580,사진 촬영,3
41194580,산업용품 대여,2
41194580,서양식,5
41194580,섬유·의복·신발 소매,30
41194580,세탁,10
41194580,수의,1
41194580,스포츠 서비스,20
41194580,시계·귀금속 소매,2
41194580,시설관리,1
41194580,식료품 소매,32
41194580,식물 소매,9
41194580,안경·정밀기기 소매,5
41194580,애완동물·용품 소매,5
41194580,오락용품 소매,8
41194580,욕탕·신체관리,7
41194580,운송장비 대여,2
41194580,유원지·오락,14
41194580,의약·화장품 소매,26
41194580,의원,49
41194580,이용·미용,64
41194580,인쇄·제품제작,2
41194580,일반 교육,20
41194580,일반 숙박,7
41194580,일식,7
41194580,자동차 부품 소매,4
41194580,자동차 수리·세차,11
41194580,장례식장 ,2
41194580,전문 디자인,10
41194580,조경·유지,1
41194580,종합 소매,40
41194580,주점,27
41194580,중고 상품 소매,2
41194580,중식,18
41194580,철물·건설자재 소매,4
41194580,컴퓨터 수리,5
41194580,한식,88
41194580,회계·세무,2
41194590,가구 소매,1
41194590,가전·통신 소매,11
41194590,가전제품 수리,9
41194590,가정용품 대여,2
41194590,고용 알선,10
41194590,광고,15
41194590,교육 지원,2
41194590,구내식당·뷔페,1
41194590,기술 서비스,5
41194590,기타 가정용품 수리,7
41194590,기타 간이,63
41194590,기타 개인,1
41194590,기타 교육,41
41194590,기타 보건,3
41194590,기타 사업 서비스,1
41194590,기타 상품 소매,11
41194590,기타 생활용품 소매,14
41194590,기타 숙박,2
41194590,담배 소매,1
41194590,도서관·사적지,3
41194590,모터사이클 소매,2
41194590,법무관련 ,1
41194590,병원,1
41194590,본사·경영 컨설팅,3
41194590,부동산 서비스,55
41194590,비알코올 ,28
41194590,사진 촬영,7
41194590,산업용품 대여,5
41194590,서양식,3
41194590,섬유·의복·신발 소매,20
41194590,세탁,11
41194590,수의,2
41194590,스포츠 서비스,25
41194590,시계·귀금속 소매,4
41194590,시설관리,4
41194590,식료품 소매,20
41194590,식물 소매,10
41194590,안경·정밀기기 소매,8
41194590,애완동물·용품 소매,4
41194590,여행사·보조,5
41194590,연료 소매,2
41194590,오락용품 소매,10
41194590,욕탕·신체관리,9
41194590,운송장비 대여,2
41194590,유원지·오락,16
41194590,의약·화장품 소매,26
41194590,의원,20
41194590,이용·미용,75
41194590,인쇄·제품제작,4
41194590,일반 교육,30
41194590,일식,5
41194590,자동차 부품 소매,4
41194590,자동차 수리·세차,27
41194590,장식품 소매,4
41194590,전문 디자인,24
41194590,종합 소매,35
41194590,주점,17
41194590,중고 상품 소매,1
41194590,중식,7
41194590,철물·건설자재 소매,9
41194590,청소·방제,14
41194590,컴퓨터 수리,3
41194590,한식,77
41194590,회계·세무,2
41194600,가구 소매,2
41194600,가전·통신 소매,14
41194600,가전제품 수리,2
41194600,가정용품 대여,4
41194600,고용 알선,3
41194600,광고,3
41194600,기술 서비스,4
41194600,기타 가정용품 수리,4
41194600,기타 간이,45
41194600,기타 개인,1
41194600,기타 교육,39
41194600,기타 사업 서비스,4
41194600,기타 상품 소매,10
41194600,기타 생활용품 소매,5
41194600,기타 전문 과학,1
41194600,도서관·사적지,2
41194600,모터사이클 수리,1
41194600,법무관련 ,2
41194600,병원,4
41194600,본사·경영 컨설팅,4
41194600,부동산 서비스,35
41194600,비알코올 ,31
41194600,사진 촬영,4
41194600,산업용품 대여,1
41194600,서양식,4
41194600,섬유·의복·신발 소매,10
41194600,세탁,6
41194600,수의,3
41194600,스포츠 서비스,16
41194600,시계·귀금속 소매,1
41194600,시설관리,2
41194600,식료품 소매,27
41194600,식물 소매,5
41194600,안경·정밀기기 소매,2
41194600,애완동물·용품 소매,4
41194600,오락용품 소매,8
41194600,욕탕·신체관리,2
41194600,유원지·오락,14
41194600,의약·화장품 소매,16
41194600,의원,15
41194600,이용·미용,54
41194600,인쇄·제품제작,4
41194600,일반 교육,29
41194600,자동차 부품 소매,1
41194600,자동차 수리·세차,10
41194600,장례식장 ,3
41194600,전문 디자인,14
41194600,종합 소매,40
41194600,주점,12
41194600,중고 상품 소매,3
41194600,중식,10
41194600,철물·건설자재 소매,6
41194600,청소·방제,11
41194600,컴퓨터 수리,2
41194600,한식,56
41194600,회계·세무,1
41196510,가구 소매,4
41196510,가전·통신 소매,17
41196510,가전제품 수리,5
41196510,가정용품 대여,1
41196510,고용 알선,4
41196510,광고,14
41196510,교육 지원,6
41196510,기술 서비스,4
41196510,기타 가정용품 수리,5
41196510,기타 간이,70
41196510,기타 교육,52
41196510,기타 보건,2
41196510,기타 사업 서비스,3
41196510,기타 상품 소매,9
41196510,기타 생활용품 소매,6
41196510,기타 전문 과학,4
41196510,담배 소매,1
41196510,도서관·사적지,5
41196510,모터사이클 수리,2
41196510,법무관련 ,2
41196510,병원,6
41196510,본사·경영 컨설팅,5
41196510,부동산 서비스,42
41196510,비알코올 ,51
41196510,사진 촬영,9
41196510,서양식,10
41196510,섬유·의복·신발 소매,48
41196510,세탁,15
41196510,수의,4
41196510,스포츠 서비스,17
41196510,시계·귀금속 소매,5
41196510,시설관리,2
41196510,식료품 소매,62
41196510,식물 소매,14
41196510,안경·정밀기기 소매,4
41196510,애완동물·용품 소매,7
41196510,여행사·보조,5
41196510,연료 소매,7
41196510,오락용품 소매,10
41196510,욕탕·신체관리,6
41196510,유원지·오락,37
41196510,음료 소매,1
41196510,의약·화장품 소매,22
41196510,의원,30
41196510,이용·미용,89
41196510,인쇄·제품제작,5
41196510,일반 교육,38
41196510,일식,5
41196510,자동차 부품 소매,2
41196510,자동차 수리·세차,21
41196510,장례식장 ,2
41196510,장식품 소매,1
41196510,전문 디자인,26
41196510,조경·유지,1
41196510,종합 소매,50
41196510,주점,27
41196510,중고 상품 소매,6
41196510,중식,11
41196510,철물·건설자재 소매,10
41196510,청소·방제,14
41196510,컴퓨터 수리,5
41196510,한식,152
41196510,회계·세무,1
41196520,가구 소매,2
41196520,가전·통신 소매,12
41196520,가전제품 수리,4
41196520,고용 알선,1
41196520,광고,5
41196520,교육 지원,1
41196520,기술 서비스,3
41196520,기타 가정용품 수리,7
41196520,기타 간이,43
41196520,기타 교육,20
41196520,기타 사업 서비스,1
41196520,기타 상품 소매,4
41196520,기타 생활용품 소매,8
41196520,기타 숙박,3
41196520,기타 전문 과학,1
41196520,도서관·사적지,2
41196520,동남아시아,2
41196520,모터사이클 수리,2
41196520,병원,1
41196520,부동산 서비스,32
41196520,비알코올 ,21
41196520,사진 촬영,3
41196520,서양식,4
41196520,섬유·의복·신발 소매,35
41196520,세탁,14
41196520,수의,1
41196520,스포츠 서비스,22
41196520,시계·귀금속 소매,5
41196520,시설관리,1
41196520,식료품 소매,34
41196520,식물 소매,4
41196520,안경·정밀기기 소매,2
41196520,애완동물·용품 소매,6
41196520,여행사·보조,1
41196520,연료 소매,2
41196520,오락용품 소매,10
41196520,욕탕·신체관리,9
41196520,운송장비 대여,1
41196520,유원지·오락,28
41196520,의약·화장품 소매,20
41196520,의원,38
41196520,이용·미용,58
41196520,인쇄·제품제작,4
41196520,일반 교육,13
41196520,일반 숙박,21
41196520,일식,5
41196520,자동차 부품 소매,2
41196520,자동차 수리·세차,15
41196520,장례식장 ,1
41196520,장식품 소매,1
41196520,전문 디자인,13
41196520,종합 소매,36
41196520,주점,51
41196520,중고 상품 소매,5
41196520,중식,12
41196520,철물·건설자재 소매,8
41196520,청소·방제,6
41196520,컴퓨터 수리,1
41196520,한식,112
41196530,가구 소매,2
41196530,가전·통신 소매,10
41196530,가전제품 수리,4
41196530,고용 알선,3
41196530,광고,6
41196530,교육 지원,3
41196530,기술 서비스,2
41196530,기타 가정용품 수리,4
41196530,기타 간이,74
41196530,기타 교육,26
41196530,기타 보건,1
41196530,기타 사업 서비스,4
41196530,기타 상품 소매,5
41196530,기타 전문 과학,2
41196530,도서관·사적지,1
41196530,동남아시아,1
41196530,모터사이클 수리,1
41196530,병원,2
41196530,본사·경영 컨설팅,3
41196530,부동산 서비스,36
41196530,비알코올 ,18
41196530,사진 촬영,5
41196530,서양식,4
41196530,섬유·의복·신발 소매,24
41196530,세탁,9
41196530,수의,2
41196530,스포츠 서비스,14
41196530,시계·귀금속 소매,5
41196530,시설관리,1
41196530,식료품 소매,33
41196530,식물 소매,6
41196530,안경·정밀기기 소매,5
41196530,애완동물·용품 소매,4
41196530,여행사·보조,3
41196530,오락용품 소매,7
41196530,욕탕·신체관리,4
41196530,유원지·오락,43
41196530,의약·화장품 소매,18
41196530,의원,27
41196530,이용·미용,69
41196530,인쇄·제품제작,2
41196530,일반 교육,14
41196530,일식,8
41196530,자동차 부품 소매,3
41196530,자동차 수리·세차,5
41196530,전문 디자인,15
41196530,조경·유지,1
41196530,종합 소매,33
41196530,주점,29
41196530,중고 상품 소매,3
41196530,중식,10
41196530,철물·건설자재 소매,13
41196530,청소·방제,18
41196530,컴퓨터 수리,5
41196530,한식,116
41196530,회계·세무,1
41196540,가전·통신 소매,8
41196540,가전제품 수리,9
41196540,가정용품 대여,3
41196540,고용 알선,1
41196540,광고,2
41196540,구내식당·뷔페,1
41196540,기술 서비스,2
41196540,기타 가정용품 수리,6
41196540,기타 간이,45
41196540,기타 교육,28
41196540,기타 사업 서비스,2
41196540,기타 상품 소매,1
41196540,기타 생활용품 소매,3
41196540,기타 전문 과학,2
41196540,담배 소매,2
41196540,도서관·사적지,1
41196540,모터사이클 수리,2
41196540,법무관련 ,1
41196540,본사·경영 컨설팅,3
41196540,부동산 서비스,33
41196540,비알코올 ,21
41196540,사진 촬영,4
41196540,서양식,5
41196540,섬유·의복·신발 소매,20
41196540,세탁,7
41196540,수의,1
41196540,스포츠 서비스,19
41196540,시계·귀금속 소매,2
41196540,식료품 소매,31
41196540,식물 소매,4
41196540,안경·정밀기기 소매,2
41196540,애완동물·용품 소매,6
41196540,연료 소매,6
41196540,오락용품 소매,4
41196540,욕탕·신체관리,1
41196540,운송장비 대여,1
41196540,유원지·오락,18
41196540,음료 소매,1
41196540,의약·화장품 소매,14
41196540,의원,24
41196540,이용·미용,66
41196540,인쇄·제품제작,3
41196540,일반 교육,12
41196540,일식,4
41196540,자동차 수리·세차,27
41196540,장식품 소매,1
41196540,전문 디자인,22
41196540,종합 소매,40
41196540,주점,23
41196540,중고 상품 소매,5
41196540,중식,7
41196540,철물·건설자재 소매,13
41196540,청소·방제,13
41196540,컴퓨터 수리,5
41196540,통신장비 수리,1
41196540,한식,90
41196550,가구 소매,2
41196550,가전·통신 소매,10
41196550,가전제품 수리,5
41196550,가정용품 대여,1
41196550,광고,1
41196550,구내식당·뷔페,2
41196550,기술 서비스,2
41196550,기타 가정용품 수리,1
41196550,기타 간이,30
41196550,기타 교육,13
41196550,기타 사업 서비스,4
41196550,기타 상품 소매,2
41196550,기타 생활용품 소매,3
41196550,담배 소매,1
41196550,도서관·사적지,1
41196550,모터사이클 수리,1
41196550,본사·경영 컨설팅,1
41196550,부동산 서비스,21
41196550,비알코올 ,17
41196550,사무 지원,1
41196550,서양식,2
41196550,섬유·의복·신발 소매,28
41196550,세탁,6
41196550,수의,1
41196550,스포츠 서비스,7
41196550,시계·귀금속 소매,2
41196550,시설관리,2
41196550,식료품 소매,47
41196550,식물 소매,4
41196550,안경·정밀기기 소매,2
41196550,애완동물·용품 소매,1
41196550,연료 소매,4
41196550,오락용품 소매,1
41196550,욕탕·신체관리,1
41196550,유원지·오락,15
41196550,의약·화장품 소매,11
41196550,의원,11
41196550,이용·미용,38
41196550,인쇄·제품제작,5
41196550,일반 교육,7
41196550,일식,1
41196550,자동차 수리·세차,5
41196550,장례식장 ,1
41196550,전문 디자인,14
41196550,종합 소매,26
41196550,주점,10
41196550,중고 상품 소매,7
41196550,중식,8
41196550,철물·건설자재 소매,6
41196550,청소·방제,6
41196550,한식,55
41196560,가구 소매,1
41196560,가전·통신 소매,9
41196560,가전제품 수리,6
41196560,가정용품 대여,3
41196560,고용 알선,3
41196560,광고,3
41196560,구내식당·뷔페,10
41196560,기술 서비스,10
41196560,기타 가정용품 수리,2
41196560,기타 간이,36
41196560,기타 교육,23
41196560,기타 사업 서비스,6
41196560,기타 상품 소매,4
41196560,기타 생활용품 소매,3
41196560,기타 전문 과학,1
41196560,담배 소매,1
41196560,도서관·사적지,3
41196560,동남아시아,1
41196560,모터사이클 소매,1
41196560,모터사이클 수리,1
41196560,본사·경영 컨설팅,21
41196560,부동산 서비스,28
41196560,비알코올 ,26
41196560,사진 촬영,2
41196560,산업용품 대여,6
41196560,서양식,3
41196560,섬유·의복·신발 소매,18
41196560,세탁,8
41196560,스포츠 서비스,16
41196560,시계·귀금속 소매,3
41196560,시설관리,1
41196560,식료품 소매,35
41196560,식물 소매,17
41196560,안경·정밀기기 소매,4
41196560,애완동물·용품 소매,3
41196560,여행사·보조,1
41196560,연료 소매,5
41196560,오락용품 소매,10
41196560,욕탕·신체관리,1
41196560,운송장비 대여,1
41196560,유원지·오락,17
41196560,의약·화장품 소매,15
41196560,의원,17
41196560,이용·미용,51
41196560,인쇄·제품제작,11
41196560,일반 교육,12
41196560,일반 숙박,2
41196560,일식,1
41196560,자동차 부품 소매,2
41196560,자동차 수리·세차,30
41196560,장식품 소매,2
41196560,전문 디자인,17
41196560,종합 소매,40
41196560,주점,12
41196560,중고 상품 소매,5
41196560,중식,4
41196560,철물·건설자재 소매,6
41196560,청소·방제,11
41196560,컴퓨터 수리,1
41196560,한식,82
41196570,가구 소매,3
41196570,가전·통신 소매,19
41196570,가전제품 수리,8
41196570,고용 알선,3
41196570,광고,17
41196570,교육 지원,1
41196570,구내식당·뷔페,36
41196570,기술 서비스,25
41196570,기타 가정용품 수리,4
41196570,기타 간이,43
41196570,기타 교육,13
41196570,기타 사업 서비스,16
41196570,기타 상품 소매,7
41196570,기타 생활용품 소매,14
41196570,기타 전문 과학,4
41196570,담배 소매,2
41196570,도서관·사적지,1
41196570,동남아시아,1
41196570,모터사이클 수리,1
41196570,법무관련 ,4
41196570,병원,6
41196570,본사·경영 컨설팅,9
41196570,부동산 서비스,62
41196570,비알코올 ,53
41196570,사무 지원,1
41196570,사진 촬영,3
41196570,산업용품 대여,10
41196570,서양식,3
41196570,섬유·의복·신발 소매,25
41196570,세탁,16
41196570,수의,1
41196570,스포츠 서비스,22
41196570,시계·귀금속 소매,4
41196570,시설관리,1
41196570,식료품 소매,38
41196570,식물 소매,7
41196570,안경·정밀기기 소매,4
41196570,애완동물·용품 소매,4
41196570,여행사·보조,3
41196570,연료 소매,21
41196570,오락용품 소매,28
41196570,욕탕·신체관리,1
41196570,운송장비 대여,7
41196570,유원지·오락,37
41196570,음료 소매,4
41196570,의약·화장품 소매,23
41196570,의원,23
41196570,이용·미용,49
41196570,인쇄·제품제작,45
41196570,일반 교육,5
41196570,일반 숙박,1
41196570,일식,2
41196570,자동차 부품 소매,14
41196570,자동차 수리·세차,114
41196570,장례식장 ,1
41196570,장식품 소매,2
41196570,전문 디자인,24
41196570,조경·유지,2
41196570,종합 소매,88
41196570,주점,24
41196570,중고 상품 소매,5
41196570,중식,13
41196570,철물·건설자재 소매,29
41196570,청소·방제,22
41196570,컴퓨터 수리,5
41196570,통신장비 수리,1
41196570,한식,163
41196570,회계·세무,7
41210510,가전제품 수리,3
41210510,가정용품 대여,1
41210510,광고,1
41210510,교육 지원,1
41210510,기타 교육,6
41210510,병원,1
41210510,부동산 서비스,5
41210510,비알코올 ,4
41210510,섬유·의복·신발 소매,1
41210510,식물 소매,1
41210510,의약·화장품 소매,2
41210510,의원,2
41210510,이용·미용,3
41210510,일반 교육,4
41210510,일식,1
41210510,장식품 소매,1
41210510,전문 디자인,2
41210510,종합 소매,3
41210510,청소·방제,1
41210510,컴퓨터 수리,1
41210510,한식,4
41210520,가구 소매,11
41210520,가전·통신 소매,2
41210520,고용 알선,2
41210520,광고,3
41210520,교육 지원,1
41210520,기술 서비스,1
41210520,기타 간이,7
41210520,기타 교육,6
41210520,기타 사업 서비스,1
41210520,기타 상품 소매,1
41210520,기타 숙박,2
41210520,동남아시아,1
41210520,법무관련 ,1
41210520,병원,2
41210520,본사·경영 컨설팅,1
41210520,부동산 서비스,22
41210520,비알코올 ,7
41210520,섬유·의복·신발 소매,6
41210520,스포츠 서비스,4
41210520,시설관리,1
41210520,식료품 소매,5
41210520,안경·정밀기기 소매,2
41210520,애완동물·용품 소매,1
41210520,오락용품 소매,1
41210520,유원지·오락,5
41210520,의약·화장품 소매,7
41210520,의원,5
41210520,이용·미용,13
41210520,인쇄·제품제작,1
41210520,일반 교육,2
41210520,일반 숙박,13
41210520,일식,1
41210520,자동차 수리·세차,3
41210520,전문 디자인,4
41210520,종합 소매,3
41210520,주점,33
41210520,중식,2
41210520,철물·건설자재 소매,4
41210520,한식,37
41210540,가구 소매,10
41210540,가전·통신 소매,20
41210540,가전제품 수리,2
41210540,가정용품 대여,3
41210540,고용 알선,7
41210540,광고,6
41210540,교육 지원,2
41210540,구내식당·뷔페,2
41210540,기술 서비스,5
41210540,기타 가정용품 수리,5
41210540,기타 간이,59
41210540,기타 교육,26
41210540,기타 보건,1
41210540,기타 사업 서비스,2
41210540,기타 상품 소매,8
41210540,기타 생활용품 소매,12
41210540,기타 숙박,4
41210540,기타 전문 과학,1
41210540,담배 소매,3
41210540,동남아시아,3
41210540,모터사이클 소매,1
41210540,모터사이클 수리,3
41210540,법무관련 ,2
41210540,병원,1
41210540,본사·경영 컨설팅,5
41210540,부동산 서비스,43
41210540,비알코올 ,19
41210540,사진 촬영,5
41210540,산업용품 대여,1
41210540,서양식,3
41210540,섬유·의복·신발 소매,139
41210540,세탁,7
41210540,스포츠 서비스,11
41210540,시계·귀금속 소매,17
41210540,시설관리,1
41210540,식료품 소매,124
41210540,식물 소매,3
41210540,안경·정밀기기 소매,4
41210540,애완동물·용품 소매,6
41210540,여행사·보조,7
41210540,연료 소매,1
41210540,오락용품 소매,5
41210540,욕탕·신체관리,4
41210540,운송장비 대여,1
41210540,유원지·오락,17
41210540,의약·화장품 소매,31
41210540,의원,38
41210540,이용·미용,82
41210540,인쇄·제품제작,7
41210540,일반 교육,7
41210540,일반 숙박,11
41210540,일식,6
41210540,자동차 부품 소매,1
41210540,자동차 수리·세차,10
41210540,장례식장 ,1
41210540,전문 디자인,3
41210540,종합 소매,29
41210540,주점,34
41210540,중고 상품 소매,3
41210540,중식,9
41210540,철물·건설자재 소매,8
41210540,청소·방제,9
41210540,통신장비 수리,2
41210540,한식,124
41210540,회계·세무,3
41210550,가전·통신 소매,8
41210550,가전제품 수리,3
41210550,가정용품 대여,1
41210550,고용 알선,8
41210550,광고,4
41210550,교육 지원,1
41210550,구내식당·뷔페,1
41210550,기술 서비스,1
41210550,기타 가정용품 수리,2
41210550,기타 간이,32
41210550,기타 개인,1
41210550,기타 교육,28
41210550,기타 보건,2
41210550,기타 상품 소매,7
41210550,기타 생활용품 소매,2
41210550,기타 숙박,3
41210550,기타 전문 과학,1
41210550,담배 소매,1
41210550,도서관·사적지,3
41210550,동남아시아,1
41210550,모터사이클 소매,1
41210550,법무관련 ,4
41210550,병원,2
41210550,본사·경영 컨설팅,5
41210550,부동산 서비스,27
41210550,비알코올 ,13
41210550,사무 지원,1
41210550,사진 촬영,2
41210550,서양식,9
41210550,섬유·의복·신발 소매,26
41210550,세탁,3
41210550,수의,1
41210550,스포츠 서비스,11
41210550,시계·귀금속 소매,1
41210550,시설관리,1
41210550,식료품 소매,14
41210550,식물 소매,1
41210550,안경·정밀기기 소매,4
41210550,애완동물·용품 소매,2
41210550,오락용품 소매,11
41210550,욕탕·신체관리,7
41210550,유원지·오락,16
41210550,음료 소매,1
41210550,의약·화장품 소매,33
41210550,의원,52
41210550,이용·미용,53
41210550,인쇄·제품제작,5
41210550,일반 교육,14
41210550,일반 숙박,9
41210550,일식,7
41210550,자동차 수리·세차,1
41210550,장례식장 ,1
41210550,장식품 소매,2
41210550,전문 디자인,5
41210550,종합 소매,16
41210550,주점,54
41210550,중고 상품 소매,2
41210550,중식,6
41210550,철물·건설자재 소매,5
41210550,청소·방제,7
41210550,컴퓨터 수리,2
41210550,한식,88
41210550,회계·세무,1
41210560,가전·통신 소매,5
41210560,가전제품 수리,1
41210560,가정용품 대여,1
41210560,고용 알선,1
41210560,광고,2
41210560,교육 지원,2
41210560,기술 서비스,3
41210560,기타 가정용품 수리,2
41210560,기타 간이,25
41210560,기타 교육,19
41210560,기타 상품 소매,2
41210560,기타 생활용품 소매,2
41210560,기타 전문 과학,1
41210560,도서관·사적지,1
41210560,모터사이클 수리,1
41210560,부동산 서비스,18
41210560,비알코올 ,11
41210560,사진 촬영,1
41210560,서양식,2
41210560,섬유·의복·신발 소매,17
41210560,세탁,4
41210560,스포츠 서비스,4
41210560,시설관리,1
41210560,식료품 소매,23
41210560,식물 소매,3
41210560,안경·정밀기기 소매,3
41210560,애완동물·용품 소매,2
41210560,연료 소매,1
41210560,오락용품 소매,3
41210560,욕탕·신체관리,1
41210560,운송장비 대여,1
41210560,유원지·오락,6
41210560,의약·화장품 소매,6
41210560,의원,3
41210560,이용·미용,38
41210560,인쇄·제품제작,2
41210560,일반 교육,9
41210560,일반 숙박,1
41210560,일식,1
41210560,자동차 부품 소매,1
41210560,자동차 수리·세차,7
41210560,장례식장 ,1
41210560,장식품 소매,1
41210560,전문 디자인,8
41210560,종합 소매,21
41210560,주점,14
41210560,중고 상품 소매,1
41210560,중식,3
41210560,철물·건설자재 소매,6
41210560,청소·방제,3
41210560,컴퓨터 수리,2
41210560,한식,40
41210570,가전·통신 소매,3
41210570,가전제품 수리,6
41210570,가정용품 대여,1
41210570,광고,3
41210570,교육 지원,1
41210570,구내식당·뷔페,1
41210570,기타 가정용품 수리,3
41210570,기타 간이,33
41210570,기타 교육,14
41210570,기타 상품 소매,3
41210570,기타 생활용품 소매,2
41210570,도서관·사적지,1
41210570,모터사이클 소매,1
41210570,법무관련 ,1
41210570,본사·경영 컨설팅,2
41210570,부동산 서비스,27
41210570,비알코올 ,10
41210570,사진 촬영,1
41210570,산업용품 대여,3
41210570,서양식,6
41210570,섬유·의복·신발 소매,18
41210570,세탁,7
41210570,스포츠 서비스,13
41210570,시계·귀금속 소매,2
41210570,시설관리,2
41210570,식료품 소매,30
41210570,식물 소매,3
41210570,애완동물·용품 소매,2
41210570,여행사·보조,3
41210570,연료 소매,5
41210570,오락용품 소매,2
41210570,욕탕·신체관리,1
41210570,유원지·오락,6
41210570,음료 소매,1
41210570,의약·화장품 소매,12
41210570,의원,14
41210570,이용·미용,24
41210570,인쇄·제품제작,6
41210570,일반 교육,21
41210570,일반 숙박,1
41210570,일식,1
41210570,자동차 부품 소매,2
41210570,자동차 수리·세차,14
41210570,장식품 소매,2
41210570,전문 디자인,7
41210570,조경·유지,1
41210570,종합 소매,24
41210570,주점,12
41210570,중고 상품 소매,4
41210570,중식,4
41210570,철물·건설자재 소매,8
41210570,청소·방제,1
41210570,컴퓨터 수리,1
41210570,통신장비 수리,1
41210570,한식,63
41210580,가구 소매,1
41210580,가전·통신 소매,8
41210580,가전제품 수리,3
41210580,가정용품 대여,2
41210580,광고,6
41210580,교육 지원,1
41210580,구내식당·뷔페,2
41210580,기술 서비스,4
41210580,기타 가정용품 수리,6
41210580,기타 간이,34
41210580,기타 교육,30
41210580,기타 사업 서비스,2
41210580,기타 상품 소매,7
41210580,기타 생활용품 소매,4
41210580,기타 숙박,1
41210580,기타 전문 과학,1
41210580,도서관·사적지,5
41210580,병원,1
41210580,본사·경영 컨설팅,1
41210580,부동산 서비스,39
41210580,비알코올 ,19
41210580,사진 촬영,1
41210580,산업용품 대여,1
41210580,서양식,1
41210580,섬유·의복·신발 소매,11
41210580,세탁,8
41210580,수의,1
41210580,스포츠 서비스,6
41210580,시계·귀금속 소매,1
41210580,시설관리,1
41210580,식료품 소매,15
41210580,식물 소매,21
41210580,안경·정밀기기 소매,2
41210580,애완동물·용품 소매,6
41210580,여행사·보조,2
41210580,연료 소매,4
41210580,오락용품 소매,8
41210580,욕탕·신체관리,2
41210580,운송장비 대여,1
41210580,유원지·오락,11
41210580,음료 소매,1
41210580,의약·화장품 소매,12
41210580,의원,21
41210580,이용·미용,45
41210580,인쇄·제품제작,1
41210580,일반 교육,32
41210580,일식,3
41210580,자동차 수리·세차,3
41210580,장례식장 ,1
41210580,전문 디자인,6
41210580,종합 소매,18
41210580,주점,11
41210580,중고 상품 소매,4
41210580,중식,5
41210580,철물·건설자재 소매,7
41210580,청소·방제,11
41210580,컴퓨터 수리,1
41210580,한식,51
41210590,구내식당·뷔페,2
41210590,기술 서비스,3
41210590,기타 간이,7
41210590,기타 교육,14
41210590,기타 상품 소매,2
41210590,기타 생활용품 소매,1
41210590,도서관·사적지,2
41210590,본사·경영 컨설팅,1
41210590,부동산 서비스,14
41210590,비알코올 ,3
41210590,사진 촬영,1
41210590,섬유·의복·신발 소매,2
41210590,세탁,1
41210590,스포츠 서비스,1
41210590,시계·귀금속 소매,1
41210590,식료품 소매,3
41210590,안경·정밀기기 소매,1
41210590,연료 소매,3
41210590,오락용품 소매,1
41210590,유원지·오락,1
41210590,의약·화장품 소매,3
41210590,의원,6
41210590,이용·미용,8
41210590,일반 교육,16
41210590,일식,1
41210590,자동차 수리·세차,3
41210590,전문 디자인,2
41210590,종합 소매,10
41210590,청소·방제,1
41210590,한식,8
41210600,가구 소매,1
41210600,가전·통신 소매,2
41210600,가전제품 수리,5
41210600,가정용품 대여,1
41210600,고용 알선,2
41210600,광고,3
41210600,교육 지원,3
41210600,기술 서비스,5
41210600,기타 가정용품 수리,1
41210600,기타 간이,20
41210600,기타 교육,10
41210600,기타 보건,2
41210600,기타 사업 서비스,1
41210600,기타 상품 소매,2
41210600,기타 생활용품 소매,1
41210600,기타 전문 과학,1
41210600,담배 소매,1
41210600,모터사이클 수리,1
41210600,법무관련 ,5
41210600,부동산 서비스,29
41210600,비알코올 ,23
41210600,사무 지원,1
41210600,사진 촬영,3
41210600,산업용품 대여,1
41210600,섬유·의복·신발 소매,4
41210600,세탁,5
41210600,수의,2
41210600,스포츠 서비스,3
41210600,시계·귀금속 소매,1
41210600,시설관리,1
41210600,시장 조사,1
41210600,식료품 소매,12
41210600,식물 소매,3
41210600,여행사·보조,1
41210600,연료 소매,1
41210600,오락용품 소매,7
41210600,욕탕·신체관리,1
41210600,유원지·오락,7
41210600,의약·화장품 소매,1
41210600,의원,3
41210600,이용·미용,28
41210600,인쇄·제품제작,5
41210600,일반 교육,8
41210600,일식,1
41210600,자동차 부품 소매,1
41210600,자동차 수리·세차,14
41210600,장식품 소매,1
41210600,전문 디자인,7
41210600,조경·유지,1
41210600,종합 소매,16
41210600,주점,11
41210600,중고 상품 소매,1
41210600,중식,7
41210600,철물·건설자재 소매,3
41210600,청소·방제,4
41210600,컴퓨터 수리,2
41210600,통신장비 수리,1
41210600,한식,41
41210600,회계·세무,3
41210610,가구 소매,3
41210610,가전·통신 소매,13
41210610,가전제품 수리,5
41210610,가정용품 대여,1
41210610,고용 알선,3
41210610,광고,26
41210610,교육 지원,4
41210610,구내식당·뷔페,3
41210610,기술 서비스,19
41210610,기타 가정용품 수리,10
41210610,기타 간이,86
41210610,기타 개인,2
41210610,기타 교육,83
41210610,기타 보건,4
41210610,기타 사업 서비스,7
41210610,기타 상품 소매,9
41210610,기타 생활용품 소매,11
